date,action,shares,price,gross_cost,transaction_fee,total_cost,gross_proceeds,net_proceeds
2024-10-10 12:28:00,SELL,9,228.85,,10.298250000000001,,2059.65,2049.3517500000003
2024-10-10 12:29:00,BUY,9,228.95,2060.5499999999997,10.30275,2070.8527499999996,,
2024-10-10 12:30:00,SELL,9,228.6,,10.287,,2057.4,2047.113
2024-10-10 12:31:00,BUY,9,228.6,2057.4,10.287,2067.687,,
2024-10-10 12:32:00,SELL,9,228.87,,10.29915,,2059.83,2049.53085
2024-10-10 12:33:00,BUY,9,228.733,2058.597,10.292985000000002,2068.8899850000003,,
2024-10-10 12:34:00,SELL,9,228.75,,10.293750000000001,,2058.75,2048.45625
2024-10-10 12:35:00,BUY,9,228.7,2058.2999999999997,10.2915,2068.5914999999995,,
2024-10-10 12:36:00,SELL,9,228.01,,10.26045,,2052.09,2041.8295500000002
2024-10-10 12:37:00,BUY,9,228.08,2052.7200000000003,10.263600000000002,2062.9836000000005,,
2024-10-10 12:38:00,SELL,9,228.3,,10.273500000000002,,2054.7000000000003,2044.4265000000003
2024-10-10 12:39:00,BUY,9,228.26,2054.34,10.271700000000001,2064.6117,,
2024-10-10 12:40:00,SELL,9,228.05,,10.262250000000002,,2052.4500000000003,2042.1877500000003
2024-10-10 12:41:00,BUY,8,227.9,1823.2,9.116,1832.316,,
2024-10-10 12:42:00,SELL,8,227.97,,9.1188,,1823.76,1814.6412
2024-10-10 12:43:00,BUY,8,227.95,1823.6,9.118,1832.7179999999998,,
2024-10-10 12:44:00,SELL,8,228.1,,9.124,,1824.8,1815.676
2024-10-10 12:45:00,BUY,8,228.32,1826.56,9.1328,1835.6928,,
2024-10-10 12:46:00,SELL,8,228.2,,9.128,,1825.6,1816.472
2024-10-10 12:47:00,BUY,8,228.15,1825.2,9.126000000000001,1834.326,,
2024-10-10 12:48:00,SELL,8,228.24,,9.1296,,1825.92,1816.7904
2024-10-10 12:49:00,BUY,8,228.26,1826.08,9.1304,1835.2104,,
2024-10-10 12:50:00,SELL,8,228.19,,9.1276,,1825.52,1816.3924
2024-10-10 12:51:00,BUY,8,228.18,1825.44,9.1272,1834.5672,,
2024-10-10 12:52:00,SELL,8,228.03,,9.1212,,1824.24,1815.1188
2024-10-10 12:53:00,BUY,8,227.91,1823.28,9.1164,1832.3964,,
2024-10-10 12:54:00,SELL,8,227.88,,9.1152,,1823.04,1813.9248
2024-10-10 12:55:00,BUY,8,227.9,1823.2,9.116,1832.316,,
2024-10-10 12:56:00,SELL,8,227.92,,9.1168,,1823.36,1814.2432
2024-10-10 12:57:00,BUY,8,227.93,1823.44,9.1172,1832.5572,,
2024-10-10 12:58:00,SELL,8,227.9,,9.116,,1823.2,1814.084
2024-10-10 12:59:00,BUY,8,227.8,1822.4,9.112,1831.5120000000002,,
2024-10-10 13:00:00,SELL,8,227.75,,9.11,,1822.0,1812.89
2024-10-10 13:01:00,BUY,8,227.87,1822.96,9.1148,1832.0748,,
2024-10-10 13:02:00,SELL,8,227.87,,9.1148,,1822.96,1813.8452
2024-10-10 13:03:00,BUY,8,228.09,1824.72,9.1236,1833.8436,,
2024-10-10 13:05:00,SELL,8,227.88,,9.1152,,1823.04,1813.9248
2024-10-10 13:06:00,BUY,8,227.87,1822.96,9.1148,1832.0748,,
2024-10-10 13:07:00,SELL,8,227.8,,9.112,,1822.4,1813.288
2024-10-10 13:08:00,BUY,7,227.796,1594.572,7.97286,1602.54486,,
2024-10-10 13:09:00,SELL,7,227.77,,7.9719500000000005,,1594.39,1586.41805
2024-10-10 13:10:00,BUY,7,227.69,1593.83,7.96915,1601.7991499999998,,
2024-10-10 13:11:00,SELL,7,227.64,,7.9674000000000005,,1593.48,1585.5126
2024-10-10 13:12:00,BUY,7,227.66,1593.62,7.9681,1601.5881,,
2024-10-10 13:13:00,SELL,7,227.6927,,7.9692445,,1593.8489,1585.8796555
2024-10-10 13:14:00,BUY,7,227.63,1593.4099999999999,7.9670499999999995,1601.3770499999998,,
2024-10-10 13:15:00,SELL,7,227.65,,7.96775,,1593.55,1585.58225
2024-10-10 13:16:00,BUY,7,227.65,1593.55,7.96775,1601.51775,,
2024-10-10 13:17:00,SELL,7,227.68,,7.9688,,1593.76,1585.7912
2024-10-10 13:18:00,BUY,7,227.7,1593.8999999999999,7.969499999999999,1601.8694999999998,,
2024-10-10 13:19:00,SELL,7,227.75,,7.97125,,1594.25,1586.27875
2024-10-10 13:20:00,BUY,7,227.75,1594.25,7.97125,1602.22125,,
2024-10-10 13:21:00,SELL,7,227.76,,7.9716,,1594.32,1586.3483999999999
2024-10-10 13:22:00,BUY,7,227.75,1594.25,7.97125,1602.22125,,
2024-10-10 13:23:00,SELL,7,227.77,,7.9719500000000005,,1594.39,1586.41805
2024-10-10 13:24:00,BUY,7,227.75,1594.25,7.97125,1602.22125,,
2024-10-10 13:25:00,SELL,7,227.5707,,7.964974499999999,,1592.9949,1585.0299255
2024-10-10 13:26:00,BUY,7,227.63,1593.4099999999999,7.9670499999999995,1601.3770499999998,,
2024-10-10 13:27:00,SELL,7,227.65,,7.96775,,1593.55,1585.58225
2024-10-10 13:28:00,BUY,7,227.79,1594.53,7.97265,1602.50265,,
2024-10-10 13:29:00,SELL,7,227.79,,7.97265,,1594.53,1586.55735
2024-10-10 13:30:00,BUY,7,227.885,1595.195,7.975975,1603.170975,,
2024-10-10 13:31:00,SELL,7,228.1,,7.9835,,1596.7,1588.7165
2024-10-10 13:32:00,BUY,7,228.0499,1596.3493,7.981746500000001,1604.3310465000002,,
2024-10-10 13:33:00,SELL,7,227.825,,7.973875,,1594.7749999999999,1586.801125
2024-10-10 13:34:00,BUY,7,227.88,1595.1599999999999,7.9758,1603.1357999999998,,
2024-10-10 13:35:00,SELL,7,227.965,,7.978775000000001,,1595.755,1587.776225
2024-10-10 13:36:00,BUY,7,227.83,1594.8100000000002,7.974050000000001,1602.7840500000002,,
2024-10-10 13:37:00,SELL,7,227.67,,7.968449999999999,,1593.6899999999998,1585.7215499999998
2024-10-10 13:38:00,BUY,6,227.77,1366.6200000000001,6.833100000000001,1373.4531000000002,,
2024-10-10 13:39:00,SELL,6,227.65,,6.8295,,1365.9,1359.0705
2024-10-10 13:40:00,BUY,6,227.5473,1365.2838000000002,6.826419000000001,1372.1102190000001,,
2024-10-10 13:41:00,SELL,6,227.5699,,6.827097,,1365.4194,1358.592303
2024-10-10 13:42:00,BUY,6,227.8499,1367.0994,6.835497,1373.934897,,
2024-10-10 13:43:00,SELL,6,227.73,,6.831899999999999,,1366.3799999999999,1359.5481
2024-10-10 13:44:00,BUY,6,227.75,1366.5,6.8325000000000005,1373.3325,,
2024-10-10 13:45:00,SELL,6,227.69,,6.830699999999999,,1366.1399999999999,1359.3093
2024-10-10 13:46:00,BUY,6,227.54,1365.24,6.8262,1372.0662,,
2024-10-10 13:47:00,SELL,6,227.27,,6.818100000000001,,1363.6200000000001,1356.8019000000002
2024-10-10 13:48:00,BUY,6,227.31,1363.8600000000001,6.819300000000001,1370.6793000000002,,
2024-10-10 13:49:00,SELL,6,227.3901,,6.821703,,1364.3406,1357.518897
2024-10-10 13:50:00,BUY,6,228.11,1368.66,6.8433,1375.5033,,
2024-10-10 13:51:00,SELL,6,227.89,,6.8366999999999996,,1367.34,1360.5032999999999
2024-10-10 13:52:00,BUY,6,228.33,1369.98,6.8499,1376.8299,,
2024-10-10 13:53:00,SELL,6,228.2701,,6.848103000000001,,1369.6206000000002,1362.7724970000002
2024-10-10 13:54:00,BUY,6,228.29,1369.74,6.8487,1376.5887,,
2024-10-10 13:55:00,SELL,6,228.64,,6.8591999999999995,,1371.84,1364.9807999999998
2024-10-10 13:56:00,BUY,6,228.65,1371.9,6.859500000000001,1378.7595000000001,,
2024-10-10 13:57:00,SELL,6,228.62,,6.8586,,1371.72,1364.8614
2024-10-10 13:58:00,BUY,6,228.615,1371.69,6.85845,1378.54845,,
2024-10-10 13:59:00,SELL,6,228.44,,6.853199999999999,,1370.6399999999999,1363.7867999999999
2024-10-10 14:00:00,BUY,6,228.39,1370.34,6.8517,1377.1916999999999,,
2024-10-10 14:01:00,SELL,6,228.39,,6.8517,,1370.34,1363.4883
2024-10-10 14:02:00,BUY,6,228.11,1368.66,6.8433,1375.5033,,
2024-10-10 14:03:00,SELL,6,228.05,,6.841500000000001,,1368.3000000000002,1361.4585000000002
2024-10-10 14:04:00,BUY,6,228.0,1368.0,6.84,1374.84,,
2024-10-10 14:05:00,SELL,6,228.2607,,6.847821000000001,,1369.5642,1362.716379
2024-10-10 14:06:00,BUY,6,228.13,1368.78,6.8439,1375.6239,,
2024-10-10 14:07:00,SELL,6,228.03,,6.8409,,1368.18,1361.3391000000001
2024-10-10 14:08:00,BUY,6,228.2,1369.1999999999998,6.845999999999999,1376.0459999999998,,
2024-10-10 14:09:00,SELL,6,228.14,,6.8442,,1368.84,1361.9958
2024-10-10 14:10:00,BUY,6,228.21,1369.26,6.8463,1376.1063,,
2024-10-10 14:11:00,SELL,6,228.17,,6.8451,,1369.02,1362.1749
2024-10-10 14:12:00,BUY,5,227.995,1139.975,5.699875,1145.674875,,
2024-10-10 14:13:00,SELL,5,227.89,,5.6972499999999995,,1139.4499999999998,1133.7527499999999
2024-10-10 14:14:00,BUY,5,227.94,1139.7,5.6985,1145.3985,,
2024-10-10 14:15:00,SELL,5,228.025,,5.7006250000000005,,1140.125,1134.424375
2024-10-10 14:16:00,BUY,5,227.995,1139.975,5.699875,1145.674875,,
2024-10-10 14:17:00,SELL,5,227.9,,5.6975,,1139.5,1133.8025
2024-10-10 14:18:00,BUY,5,227.9906,1139.953,5.699765,1145.652765,,
2024-10-10 14:19:00,SELL,5,227.95,,5.69875,,1139.75,1134.05125
2024-10-10 14:20:00,BUY,5,227.88,1139.4,5.697000000000001,1145.097,,
2024-10-10 14:21:00,SELL,5,227.872,,5.6968000000000005,,1139.3600000000001,1133.6632000000002
2024-10-10 14:22:00,BUY,5,227.988,1139.94,5.6997,1145.6397,,
2024-10-10 14:23:00,SELL,5,227.95,,5.69875,,1139.75,1134.05125
2024-10-10 14:24:00,BUY,5,228.08,1140.4,5.702000000000001,1146.102,,
2024-10-10 14:25:00,SELL,5,227.91,,5.69775,,1139.55,1133.85225
2024-10-10 14:26:00,BUY,5,228.0147,1140.0735,5.7003675,1145.7738675,,
2024-10-10 14:27:00,SELL,5,228.2308,,5.70577,,1141.154,1135.44823
2024-10-10 14:28:00,BUY,5,228.2199,1141.0995,5.7054975,1146.8049975000001,,
2024-10-10 14:29:00,SELL,5,228.2555,,5.706387500000001,,1141.2775000000001,1135.5711125000003
2024-10-10 14:30:00,BUY,5,228.3001,1141.5004999999999,5.7075024999999995,1147.2080024999998,,
2024-10-10 14:31:00,SELL,5,228.19,,5.704750000000001,,1140.95,1135.24525
2024-10-10 14:32:00,BUY,5,228.0,1140.0,5.7,1145.7,,
2024-10-10 14:33:00,SELL,5,228.09,,5.70225,,1140.45,1134.74775
2024-10-10 14:34:00,BUY,5,227.97,1139.85,5.699249999999999,1145.5492499999998,,
2024-10-10 14:35:00,SELL,5,227.89,,5.6972499999999995,,1139.4499999999998,1133.7527499999999
2024-10-10 14:36:00,BUY,5,227.7494,1138.747,5.693735,1144.4407350000001,,
2024-10-10 14:37:00,SELL,5,227.95,,5.69875,,1139.75,1134.05125
2024-10-10 14:38:00,BUY,5,227.96,1139.8,5.699,1145.499,,
2024-10-10 14:39:00,SELL,5,227.97,,5.699249999999999,,1139.85,1134.15075
2024-10-10 14:40:00,BUY,5,227.88,1139.4,5.697000000000001,1145.097,,
2024-10-10 14:41:00,SELL,5,227.86,,5.696500000000001,,1139.3000000000002,1133.6035000000002
2024-10-10 14:42:00,BUY,5,228.1,1140.5,5.7025,1146.2025,,
2024-10-10 14:43:00,SELL,5,228.1429,,5.7035725,,1140.7145,1135.0109275
2024-10-10 14:44:00,BUY,5,228.15,1140.75,5.70375,1146.45375,,
2024-10-10 14:45:00,SELL,5,228.1701,,5.7042525,,1140.8505,1135.1462475
2024-10-10 14:46:00,BUY,5,228.2055,1141.0275,5.705137499999999,1146.7326375,,
2024-10-10 14:47:00,SELL,5,228.2744,,5.706860000000001,,1141.372,1135.66514
2024-10-10 14:48:00,BUY,5,228.07,1140.35,5.70175,1146.0517499999999,,
2024-10-10 14:49:00,SELL,5,228.08,,5.702000000000001,,1140.4,1134.698
2024-10-10 14:50:00,BUY,5,228.2096,1141.048,5.70524,1146.75324,,
2024-10-10 14:51:00,SELL,5,227.97,,5.699249999999999,,1139.85,1134.15075
2024-10-10 14:52:00,BUY,5,227.87,1139.35,5.69675,1145.04675,,
2024-10-10 14:53:00,SELL,5,227.78,,5.694500000000001,,1138.9,1133.2055
2024-10-10 14:54:00,BUY,4,227.81,911.24,4.5562000000000005,915.7962,,
2024-10-10 14:55:00,SELL,4,227.85,,4.557,,911.4,906.843
2024-10-10 14:56:00,BUY,4,227.9,911.6,4.558,916.158,,
2024-10-10 14:57:00,SELL,4,227.85,,4.557,,911.4,906.843
2024-10-10 14:58:00,BUY,4,227.805,911.22,4.5561,915.7761,,
2024-10-10 14:59:00,SELL,4,227.83,,4.5566,,911.32,906.7634
2024-10-10 15:00:00,BUY,4,227.81,911.24,4.5562000000000005,915.7962,,
2024-10-10 15:01:00,SELL,4,227.875,,4.5575,,911.5,906.9425
2024-10-10 15:02:00,BUY,4,227.8244,911.2976,4.556488,915.8540879999999,,
2024-10-10 15:03:00,SELL,4,227.93,,4.5586,,911.72,907.1614000000001
2024-10-10 15:04:00,BUY,4,227.84,911.36,4.5568,915.9168,,
2024-10-10 15:05:00,SELL,4,227.86,,4.557200000000001,,911.44,906.8828000000001
2024-10-10 15:06:00,BUY,4,227.9,911.6,4.558,916.158,,
2024-10-10 15:07:00,SELL,4,227.97,,4.5594,,911.88,907.3206
2024-10-10 15:08:00,BUY,4,228.018,912.072,4.56036,916.63236,,
2024-10-10 15:09:00,SELL,4,227.99,,4.5598,,911.96,907.4002
2024-10-10 15:10:00,BUY,4,227.95,911.8,4.559,916.3589999999999,,
2024-10-10 15:11:00,SELL,4,228.0,,4.5600000000000005,,912.0,907.44
2024-10-10 15:12:00,BUY,4,227.92,911.68,4.5584,916.2384,,
2024-10-10 15:13:00,SELL,4,227.984,,4.55968,,911.936,907.3763200000001
2024-10-10 15:14:00,BUY,4,228.15,912.6,4.563000000000001,917.163,,
2024-10-10 15:15:00,SELL,4,228.22,,4.5644,,912.88,908.3156
2024-10-10 15:16:00,BUY,4,228.055,912.22,4.561100000000001,916.7811,,
2024-10-10 15:17:00,SELL,4,228.1194,,4.562388,,912.4776,907.915212
2024-10-10 15:18:00,BUY,4,228.1096,912.4384,4.5621920000000005,917.000592,,
2024-10-10 15:19:00,SELL,4,228.16,,4.5632,,912.64,908.0767999999999
2024-10-10 15:20:00,BUY,4,228.16,912.64,4.5632,917.2032,,
2024-10-10 15:21:00,SELL,4,228.2999,,4.5659980000000004,,913.1996,908.633602
2024-10-10 15:22:00,BUY,4,228.337417,913.349668,4.56674834,917.91641634,,
2024-10-10 15:23:00,SELL,4,228.3101,,4.5662020000000005,,913.2404,908.674198
2024-10-10 15:24:00,BUY,4,228.34,913.36,4.5668,917.9268,,
2024-10-10 15:25:00,SELL,4,228.32,,4.5664,,913.28,908.7135999999999
2024-10-10 15:26:00,BUY,4,228.34,913.36,4.5668,917.9268,,
2024-10-10 15:27:00,SELL,4,228.33,,4.5666,,913.32,908.7534
2024-10-10 15:28:00,BUY,4,228.34,913.36,4.5668,917.9268,,
2024-10-10 15:29:00,SELL,4,228.29,,4.5658,,913.16,908.5942
2024-10-10 15:30:00,BUY,4,228.2202,912.8808,4.564404000000001,917.445204,,
2024-10-10 15:31:00,SELL,4,228.1627,,4.563254,,912.6508,908.087546
2024-10-10 15:32:00,BUY,4,228.165,912.66,4.5633,917.2233,,
2024-10-10 15:33:00,SELL,4,228.305,,4.5661000000000005,,913.22,908.6539
2024-10-10 15:34:00,BUY,4,228.3796,913.5184,4.567592,918.085992,,
2024-10-10 15:35:00,SELL,4,228.325,,4.5665,,913.3,908.7334999999999
2024-10-10 15:36:00,BUY,4,228.37,913.48,4.5674,918.0474,,
2024-10-10 15:37:00,SELL,4,228.3799,,4.567598,,913.5196,908.952002
2024-10-10 15:38:00,BUY,4,228.345,913.38,4.5669,917.9469,,
2024-10-10 15:39:00,SELL,4,228.42,,4.5684,,913.68,909.1116
2024-10-10 15:40:00,BUY,4,228.3305,913.322,4.56661,917.88861,,
2024-10-10 15:41:00,SELL,4,228.215,,4.5643,,912.86,908.2957
2024-10-10 15:42:00,BUY,4,228.325,913.3,4.5665,917.8665,,
2024-10-10 15:43:00,SELL,4,228.35,,4.567,,913.4,908.833
2024-10-10 15:44:00,BUY,4,228.36,913.44,4.567200000000001,918.0072,,
2024-10-10 15:45:00,SELL,4,228.43,,4.5686,,913.72,909.1514000000001
2024-10-10 15:46:00,BUY,4,228.3701,913.4804,4.567402,918.047802,,
2024-10-10 15:47:00,SELL,4,228.405,,4.5681,,913.62,909.0519
2024-10-10 15:48:00,BUY,3,228.3,684.9000000000001,3.4245000000000005,688.3245000000001,,
2024-10-10 15:49:00,SELL,3,228.36,,3.4254000000000002,,685.08,681.6546000000001
2024-10-10 15:50:00,BUY,3,228.3,684.9000000000001,3.4245000000000005,688.3245000000001,,
2024-10-10 15:51:00,SELL,3,228.185,,3.4227750000000006,,684.5550000000001,681.1322250000001
2024-10-10 15:52:00,BUY,3,228.25,684.75,3.42375,688.17375,,
2024-10-10 15:53:00,SELL,3,228.265,,3.423975,,684.795,681.3710249999999
2024-10-10 15:54:00,BUY,3,228.304,684.912,3.42456,688.3365600000001,,
2024-10-10 15:55:00,SELL,3,228.293,,3.424395,,684.879,681.454605
2024-10-10 15:56:00,BUY,3,228.374,685.122,3.42561,688.54761,,
2024-10-10 15:57:00,SELL,3,228.43,,3.42645,,685.29,681.8635499999999
2024-10-10 15:58:00,BUY,3,228.52,685.5600000000001,3.4278000000000004,688.9878000000001,,
2024-10-10 15:59:00,SELL,3,228.655,,3.429825,,685.965,682.535175
2024-10-10 16:00:00,BUY,3,228.8,686.4000000000001,3.4320000000000004,689.8320000000001,,
2024-10-11 09:58:00,SELL,3,228.71,,3.43065,,686.13,682.69935
2024-10-11 10:52:00,BUY,3,228.73,686.1899999999999,3.4309499999999997,689.62095,,
2024-10-11 10:56:00,SELL,3,228.74,,3.4311000000000003,,686.22,682.7889
2024-10-11 10:58:00,BUY,3,228.75,686.25,3.43125,689.68125,,
2024-10-11 11:00:00,SELL,3,228.8,,3.4320000000000004,,686.4000000000001,682.9680000000001
2024-10-11 11:03:00,BUY,3,228.98,686.9399999999999,3.4347,690.3747,,
2024-10-11 11:04:00,SELL,3,229.0,,3.435,,687.0,683.565
2024-10-11 11:05:00,BUY,3,229.05,687.1500000000001,3.4357500000000005,690.5857500000001,,
2024-10-11 11:06:00,SELL,3,229.05,,3.4357500000000005,,687.1500000000001,683.7142500000001
2024-10-11 11:08:00,BUY,3,229.03,687.09,3.4354500000000003,690.52545,,
2024-10-11 11:09:00,SELL,3,229.0,,3.435,,687.0,683.565
2024-10-11 11:12:00,BUY,3,229.04,687.12,3.4356,690.5556,,
2024-10-11 11:20:00,SELL,3,229.0,,3.435,,687.0,683.565
2024-10-11 11:29:00,BUY,3,229.0,687.0,3.435,690.435,,
2024-10-11 11:31:00,SELL,3,229.01,,3.43515,,687.03,683.59485
2024-10-11 11:33:00,BUY,3,229.06,687.1800000000001,3.4359,690.6159,,
2024-10-11 11:38:00,SELL,3,229.14,,3.4371,,687.42,683.9829
2024-10-11 11:40:00,BUY,3,229.1,687.3,3.4364999999999997,690.7365,,
2024-10-11 11:48:00,SELL,3,229.1,,3.4364999999999997,,687.3,683.8634999999999
2024-10-11 11:51:00,BUY,3,229.1,687.3,3.4364999999999997,690.7365,,
2024-10-11 11:53:00,SELL,3,229.1,,3.4364999999999997,,687.3,683.8634999999999
2024-10-11 11:54:00,BUY,3,229.14,687.42,3.4371,690.8571,,
2024-10-11 11:58:00,SELL,3,229.12,,3.4368000000000003,,687.36,683.9232000000001
2024-10-11 12:00:00,BUY,3,229.0,687.0,3.435,690.435,,
2024-10-11 12:01:00,SELL,3,229.1594,,3.4373910000000003,,687.4782,684.040809
2024-10-11 12:03:00,BUY,3,229.22,687.66,3.4383,691.0983,,
2024-10-11 12:04:00,SELL,3,229.25,,3.43875,,687.75,684.31125
2024-10-11 12:05:00,BUY,3,229.15,687.45,3.43725,690.88725,,
2024-10-11 12:07:00,SELL,3,229.2,,3.4379999999999997,,687.5999999999999,684.1619999999999
2024-10-11 12:08:00,BUY,3,229.2,687.5999999999999,3.4379999999999997,691.0379999999999,,
2024-10-11 12:09:00,SELL,3,229.21,,3.4381500000000003,,687.63,684.19185
2024-10-11 12:10:00,BUY,3,229.27,687.8100000000001,3.4390500000000004,691.24905,,
2024-10-11 12:11:00,SELL,3,229.26,,3.4389,,687.78,684.3411
2024-10-11 12:15:00,BUY,3,229.16,687.48,3.4374000000000002,690.9174,,
2024-10-11 12:18:00,SELL,3,229.22,,3.4383,,687.66,684.2216999999999
2024-10-11 12:19:00,BUY,3,229.2,687.5999999999999,3.4379999999999997,691.0379999999999,,
2024-10-11 12:21:00,SELL,3,229.2,,3.4379999999999997,,687.5999999999999,684.1619999999999
2024-10-11 12:22:00,BUY,3,229.1606,687.4818,3.437409,690.919209,,
2024-10-11 12:25:00,SELL,3,229.2,,3.4379999999999997,,687.5999999999999,684.1619999999999
2024-10-11 12:26:00,BUY,3,229.25,687.75,3.43875,691.18875,,
2024-10-11 12:27:00,SELL,3,229.2,,3.4379999999999997,,687.5999999999999,684.1619999999999
2024-10-11 12:29:00,BUY,3,229.2,687.5999999999999,3.4379999999999997,691.0379999999999,,
2024-10-11 12:30:00,SELL,3,229.49,,3.4423500000000002,,688.47,685.02765
2024-10-11 12:31:00,BUY,3,229.49,688.47,3.4423500000000002,691.9123500000001,,
2024-10-11 12:33:00,SELL,3,229.4,,3.4410000000000003,,688.2,684.759
2024-10-11 12:34:00,BUY,3,229.4,688.2,3.4410000000000003,691.6410000000001,,
2024-10-11 12:35:00,SELL,3,229.4,,3.4410000000000003,,688.2,684.759
2024-10-11 12:36:00,BUY,3,229.364,688.092,3.44046,691.53246,,
2024-10-11 12:37:00,SELL,3,229.25,,3.43875,,687.75,684.31125
2024-10-11 12:38:00,BUY,3,229.09,687.27,3.43635,690.7063499999999,,
2024-10-11 12:40:00,SELL,3,229.0,,3.435,,687.0,683.565
2024-10-11 12:41:00,BUY,3,228.9145,686.7435,3.4337175,690.1772175000001,,
2024-10-11 12:42:00,SELL,3,229.0,,3.435,,687.0,683.565
2024-10-11 12:43:00,BUY,3,229.1,687.3,3.4364999999999997,690.7365,,
2024-10-11 12:44:00,SELL,3,229.0,,3.435,,687.0,683.565
2024-10-11 12:45:00,BUY,2,229.0979,458.1958,2.290979,460.486779,,
2024-10-11 12:46:00,SELL,2,229.1,,2.291,,458.2,455.909
2024-10-11 12:47:00,BUY,2,228.88,457.76,2.2888,460.04879999999997,,
2024-10-11 12:48:00,SELL,2,228.92,,2.2892,,457.84,455.5508
2024-10-11 12:50:00,BUY,2,228.99,457.98,2.2899000000000003,460.2699,,
2024-10-11 12:51:00,SELL,2,228.99,,2.2899000000000003,,457.98,455.69010000000003
2024-10-11 12:52:00,BUY,2,228.96,457.92,2.2896,460.2096,,
2024-10-11 12:54:00,SELL,2,228.8,,2.2880000000000003,,457.6,455.312
2024-10-11 12:55:00,BUY,2,228.9,457.8,2.289,460.089,,
2024-10-11 12:56:00,SELL,2,228.933,,2.28933,,457.866,455.57667
2024-10-11 12:58:00,BUY,2,228.86,457.72,2.2886,460.0086,,
2024-10-11 12:59:00,SELL,2,228.96,,2.2896,,457.92,455.6304
2024-10-11 13:00:00,BUY,2,229.0,458.0,2.29,460.29,,
2024-10-11 13:01:00,SELL,2,229.09,,2.2909,,458.18,455.8891
2024-10-11 13:02:00,BUY,2,229.2,458.4,2.292,460.69199999999995,,
2024-10-11 13:03:00,SELL,2,229.2,,2.292,,458.4,456.108
2024-10-11 13:05:00,BUY,2,229.24,458.48,2.2924,460.7724,,
2024-10-11 13:06:00,SELL,2,229.3,,2.293,,458.6,456.307
2024-10-11 13:07:00,BUY,2,229.255,458.51,2.29255,460.80255,,
2024-10-11 13:08:00,SELL,2,229.35,,2.2935,,458.7,456.4065
2024-10-11 13:11:00,BUY,2,229.5,459.0,2.295,461.295,,
2024-10-11 13:12:00,SELL,2,229.55,,2.2955,,459.1,456.8045
2024-10-11 13:13:00,BUY,2,229.48,458.96,2.2948,461.2548,,
2024-10-11 13:14:00,SELL,2,229.48,,2.2948,,458.96,456.66519999999997
2024-10-11 13:15:00,BUY,2,229.4797,458.9594,2.294797,461.25419700000003,,
2024-10-11 13:18:00,SELL,2,229.36,,2.2936,,458.72,456.4264
2024-10-11 13:19:00,BUY,2,229.2965,458.593,2.292965,460.885965,,
2024-10-11 13:20:00,SELL,2,229.42,,2.2942,,458.84,456.5458
2024-10-11 13:21:00,BUY,2,229.4,458.8,2.294,461.094,,
2024-10-11 13:22:00,SELL,2,229.4,,2.294,,458.8,456.50600000000003
2024-10-11 13:23:00,BUY,2,229.4,458.8,2.294,461.094,,
2024-10-11 13:24:00,SELL,2,229.5,,2.295,,459.0,456.705
2024-10-11 13:25:00,BUY,2,229.13,458.26,2.2913,460.55129999999997,,
2024-10-11 13:26:00,SELL,2,229.088,,2.29088,,458.176,455.88512
2024-10-11 13:27:00,BUY,2,229.2,458.4,2.292,460.69199999999995,,
2024-10-11 13:28:00,SELL,2,229.2,,2.292,,458.4,456.108
2024-10-11 13:29:00,BUY,2,229.49,458.98,2.2949,461.2749,,
2024-10-11 13:30:00,SELL,2,228.295,,2.28295,,456.59,454.30704999999995
2024-10-11 13:31:00,BUY,2,228.515,457.03,2.28515,459.31514999999996,,
2024-10-11 13:32:00,SELL,2,228.51,,2.2851,,457.02,454.7349
2024-10-11 13:33:00,BUY,2,228.64,457.28,2.2864,459.5664,,
2024-10-11 13:34:00,SELL,2,228.14,,2.2814,,456.28,453.99859999999995
2024-10-11 13:35:00,BUY,2,227.81,455.62,2.2781000000000002,457.8981,,
2024-10-11 13:36:00,SELL,2,228.23,,2.2822999999999998,,456.46,454.17769999999996
2024-10-11 13:37:00,BUY,2,228.255,456.51,2.28255,458.79255,,
2024-10-11 13:38:00,SELL,2,228.355,,2.28355,,456.71,454.42645
2024-10-11 13:39:00,BUY,2,227.95,455.9,2.2795,458.17949999999996,,
2024-10-11 13:40:00,SELL,2,227.97,,2.2797,,455.94,453.6603
2024-10-11 13:41:00,BUY,2,227.8436,455.6872,2.278436,457.965636,,
2024-10-11 13:42:00,SELL,2,227.9,,2.279,,455.8,453.521
2024-10-11 13:43:00,BUY,2,228.05,456.1,2.2805,458.38050000000004,,
2024-10-11 13:44:00,SELL,2,227.47,,2.2747,,454.94,452.6653
2024-10-11 13:45:00,BUY,2,227.68,455.36,2.2768,457.6368,,
2024-10-11 13:46:00,SELL,2,227.885,,2.27885,,455.77,453.49115
2024-10-11 13:47:00,BUY,2,227.82,455.64,2.2782,457.9182,,
2024-10-11 13:48:00,SELL,2,227.8831,,2.2788310000000003,,455.7662,453.487369
2024-10-11 13:49:00,BUY,2,227.96,455.92,2.2796000000000003,458.19960000000003,,
2024-10-11 13:50:00,SELL,2,227.945,,2.27945,,455.89,453.61055
2024-10-11 13:51:00,BUY,2,227.939,455.878,2.27939,458.15738999999996,,
2024-10-11 13:52:00,SELL,2,227.799,,2.27799,,455.598,453.32001
2024-10-11 13:53:00,BUY,2,227.7695,455.539,2.277695,457.816695,,
